Entity,ObjectEntity
Limmat,['switzerland']
Limmat,['switzerland']
Ticino,['switzerland']
Ticino,['italy']
Ticino,['switzerland']
Inn,['switzerland']
Inn,['austria']
Inn,['germany']
Inn,['switzerland']
Inn,['austria']
Inn,['germany']
Mondego river,['portugal']
Mondego river,['portugal']
Uruguay river,['brazil']
Uruguay river,['uruguay']
Uruguay river,['brazil']
Uruguay river,['argentina']
Segura,['spain']
Segura,['spain']
Purus river,['peru']
Purus river,['brazil']
Nizhnyaya tunguska,['russia']
Nizhnyaya tunguska,['russia']
Vilyuy,['russia']
Vilyuy,['russia']
Grijalva river,['mexico']
Grijalva river,['mexico']
Tigris,['turkey']
Tigris,['turkey']
Tigris,['iraq']
Tigris,['syria']
Jordan river,['israel']
Jordan river,['jordan']
Jordan river,['lebanon']
Jordan river,['syria']
Jordan river,['palestine']
Jordan river,['israel']
Jordan river,['jordan']
Jordan river,['lebanon']
Jordan river,['syria']
Jordan river,['palestine']
Jordan river,"['state of palestine', 'palestine']"
Dnieper river,['belarus']
Dnieper river,['russia']
Dnieper river,['ukraine']
Dnieper river,['russia']
Dnieper river,['belarus']
Dnieper river,['ukraine']
Brahmaputra river,"['china', ""people's republic of china""]"
Brahmaputra river,['india']
Brahmaputra river,"['china', ""people's republic of china""]"
Brahmaputra river,['india']
Brahmaputra river,['nepal']
Brahmaputra river,['bangladesh']
Lena river,['russia']
Lena river,['russia']
Han river,"['korea', 'south korea']"
Han river,"['north korea', 'korea']"
Han river,"['korea', 'south korea']"
Posof çayı,['turkey']
Posof çayı,['georgia']
Posof çayı,['turkey']
Posof çayı,['georgia']
Narew,['belarus']
Narew,['poland']
Narew,['poland']
Narew,['belarus']
Kama,['russia']
Kama,['russia']
Bío bío river,['chile']
Bío bío river,['chile']
Jurua river,['brazil']
Jurua river,['brazil']
Jurua river,['peru']
Mamoré river,['bolivia']
Mamoré river,['brazil']
Mamoré river,['bolivia']
Rio negro,['colombia']
Rio negro,['brazil']
Rio negro,['venezuela']
Rio negro,['colombia']
Chao phraya river,['thailand']
Chao phraya river,['thailand']
Eurotas,['greece']
Eurotas,['greece']
Torne river,['norway']
Torne river,['finland']
Torne river,['sweden']
Torne river,['finland']
Torne river,['sweden']
Olt river,['romania']
Olt river,['romania']
Paraná river,['brazil']
Paraná river,['argentina']
Paraná river,['paraguay']
Paraná river,['bolivia']
Paraná river,['brazil']
Paraná river,['argentina']
Paraná river,['paraguay']
Orinoco river,['venezuela']
Orinoco river,['venezuela']
Orinoco river,['colombia']
St. lawrence river,['canada']
St. lawrence river,['canada']
St. lawrence river,"['usa', 'united states of america']"
Nevėžis,['lithuania']
Nevėžis,['lithuania']
São francisco river,['brazil']
São francisco river,['brazil']
Beni river,['bolivia']
Beni river,['bolivia']
Kara darya,['uzbekistan']
Kara darya,['kyrgyzstan']
Kara darya,['uzbekistan']
Kara darya,['kyrgyzstan']
Red river of the south,['texas']
Red river of the south,"['usa', 'united states of america']"
Western bug,['belarus']
Western bug,['poland']
Western bug,['ukraine']
Western bug,['poland']
Western bug,['belarus']
Western bug,['ukraine']
Kura river,['turkey']
Kura river,['azerbaijan']
Kura river,['georgia']
Kura river,['turkey']
Kura river,['azerbaijan']
Kura river,['georgia']
Black drin,"['north macedonia', 'macedonia']"
Black drin,"['north macedonia', 'macedonia']"
Black drin,['albania']
Rio grande,['colorado']
Rio grande,"['usa', 'united states of america']"
Rio grande,['mexico']
Angara,['russia']
Angara,['russia']
Iori river,['azerbaijan']
Iori river,['georgia']
Iori river,['azerbaijan']
Iori river,['georgia']
Japurá river,['colombia']
Japurá river,['brazil']
Limpopo river,['botswana']
Limpopo river,"['south africa', 'africa']"
Limpopo river,['zimbabwe']
Limpopo river,['botswana']
Limpopo river,['mozambique']
Tone river,['japan']
Tone river,['japan']
Potomac river,"['usa', 'united states of america']"
Potomac river,"['usa', 'united states of america']"
Aras river,['turkey']
Aras river,['azerbaijan']
Aras river,['armenia']
Aras river,['iran']
Aras river,['turkey']
Aras river,['azerbaijan']
Aras river,['armenia']
Aras river,['iran']
Orange river,['lesotho']
Orange river,"['south africa', 'africa']"
Orange river,['lesotho']
Orange river,['namibia']
Kasai river,"['democratic republic of the congo', 'congo']"
Kasai river,['angola']
Kasai river,"['democratic republic of the congo', 'congo']"
Saône,['france']
Saône,['france']
Orontes river,['turkey']
Orontes river,['turkey']
Orontes river,['lebanon']
Orontes river,['syria']
Volta river,['ghana']
Volta river,['ghana']
River shannon,"['ireland', 'republic of ireland']"
River shannon,"['ireland', 'republic of ireland']"
Wabash river,['ohio']
Wabash river,"['usa', 'united states of america']"
Marañón river,['peru']
Marañón river,['peru']
Isère,['france']
Isère,['france']
Pearl river,"['china', ""people's republic of china""]"
Pearl river,"['china', ""people's republic of china""]"
Váh,['slovakia']
Váh,['slovakia']
Rioni,['georgia']
Rioni,['georgia']
Mur,['austria']
Mur,['hungary']
Mur,['austria']
Mur,['slovenia']
Mur,['croatia']
Red river,"['china', ""people's republic of china""]"
Red river,['vietnam']
Red river,"['china', ""people's republic of china""]"
Neris,['belarus']
Neris,['lithuania']
Neris,['latvia']
Neris,['lithuania']
Neris,['belarus']
Berezina river,['belarus']
Berezina river,['belarus']
Gauja,['estonia']
Gauja,['latvia']
Gauja,['estonia']
Gauja,['latvia']
Dordogne,['france']
Dordogne,['france']
Siret river,['ukraine']
Siret river,['romania']
Bosna,['bosnia and herzegovina']
Bosna,['bosnia and herzegovina']
Dâmbovița river,['romania']
Dâmbovița river,['romania']
San,['poland']
San,['ukraine']
San,['poland']
San,['ukraine']
Chenab river,['india']
Chenab river,['india']
Chenab river,['pakistan']
Abakan,['russia']
Abakan,['russia']
Someș river,['hungary']
Someș river,['hungary']
Someș river,['romania']
Sakarya river,['turkey']
Sakarya river,['turkey']
Orkhon river,['mongolia']
Orkhon river,['mongolia']
Snake river,['wyoming']
Snake river,"['usa', 'united states of america']"
Seimare river,['iran']
Seimare river,['iran']
Gadar river,['iran']
Gadar river,['iran']
Ölfusá,['iceland']
Ölfusá,['iceland']
