Entity,ObjectEntity
Duff McKagan,"['bass guitar', 'guitar']"
Duff McKagan,['none']
Yoshiki,['piano']
Yoshiki,['guitar']
Yoshiki,"['keyboard instrument', 'keyboard']"
Yoshiki,"['drum', 'drum kit']"
Yoshiki,['arp 2500']
Noel Gallagher,['guitar']
Noel Gallagher,['none']
Jung Yong-hwa,['guitar']
Jung Yong-hwa,['none']
Seo Joo-hyun,['guitar']
Seo Joo-hyun,['none']
Sandara Park,['none']
Shindong,['piano']
Shindong,['none']
Amber Liu,['guitar']
Amber Liu,['none']
Corey Taylor,['guitar']
Corey Taylor,"['electric guitar', 'guitar']"
Corey Taylor,"['percussion instrument', 'percussion']"
Corey Taylor,['none']
Minami Takahashi,['none']
Paul Stanley,['guitar']
Paul Stanley,"['bass guitar', 'guitar']"
Paul Stanley,"['drum', 'drum kit']"
Paul Stanley,['none']
Lee Jun-ho,"['keyboard instrument', 'keyboard']"
Lee Jun-ho,['none']
Mithra Jin,"['drum', 'drum kit']"
Mithra Jin,['none']
Ok Taec-yeon,['none']
Roger Waters,['guitar']
Roger Waters,"['bass guitar', 'guitar']"
Roger Waters,['none']
Sting,['guitar']
Sting,"['acoustic guitar', 'guitar']"
Sting,"['bass guitar', 'guitar']"
Sting,['harmonica']
Sting,"['keyboard instrument', 'keyboard']"
Sting,"['bass', 'double bass']"
Sting,['mandolin']
Sting,['bass']
Sting,['none']
Keith Richards,['guitar']
Rivers Cuomo,['guitar']
Rivers Cuomo,['none']
Bae Suzy,['none']
Seungri,['none']
Taeyang,['none']
Kim Jae-joong,['none']
Courtney Love,['guitar']
Courtney Love,['none']
Alice Cooper,['harmonica']
Alice Cooper,['none']
Arnel Pineda,['guitar']
Arnel Pineda,['none']
Annie Lennox,['piano']
Annie Lennox,['recorder']
Annie Lennox,['none']
Mike Portnoy,"['drum', 'drum kit']"
Mike Portnoy,['none']
Steven Van Zandt,['piano']
Steven Van Zandt,['guitar']
Steven Van Zandt,"['bass guitar', 'guitar']"
Steven Van Zandt,['harmonica']
Steven Van Zandt,['mandolin']
Steven Van Zandt,['none']
Melanie Brown,['none']
Tomomi Itano,['piano']
Tomomi Itano,['none']
Yim Si-wan,['none']
Joe Perry,['guitar']
Joe Perry,"['bass guitar', 'guitar']"
Son Dong-woon,['none']
Tom Morello,['guitar']
Jang Wooyoung,"['keyboard instrument', 'keyboard']"
Jang Wooyoung,['none']
Tom Petty,['guitar']
Tom Petty,['none']
CL,['none']
Hahm Eun-jung,['none']
Geezer Butler,['guitar']
Geezer Butler,"['bass guitar', 'guitar']"
Geezer Butler,['bass']
Jo Kwon,['none']
Kang Min-hyuk,"['drum', 'drum kit']"
Kang Min-hyuk,['none']
Vince Neil,['guitar']
Vince Neil,['none']
Zhou Mi,['none']
Choi Jong-hoon,['guitar']
Choi Jong-hoon,['none']
Park Gyu-ri,['piano']
Park Gyu-ri,['none']
Kim Kibum,['young plan']
Kim Kibum,['none']
Yuki Kashiwagi,"['drum', 'drum kit']"
Yuki Kashiwagi,['none']
Chad Smith,"['drum', 'drum kit']"
Soprano,['none']
Jamie,['none']
Ronan Keating,['none']
Park Cho-rong,['piano']
Park Cho-rong,['none']
G.NA,['none']
Tionne Watkins,['none']
Debbie Harry,['none']
Tiffany Young,['none']
Goo Hara,['none']
Sammy Hagar,['guitar']
Sammy Hagar,['none']
Ryo Nishikido,['guitar']
Ryo Nishikido,['none']
Lars Ulrich,"['drum', 'drum kit']"
Hisashi,['guitar']
Glenn Hughes,['guitar']
Glenn Hughes,"['bass guitar', 'guitar']"
Glenn Hughes,['none']
Chris Daughtry,['guitar']
Chris Daughtry,['none']
A. J. McLean,['lyric spinto tenor']
Song Jieun,['piano']
Song Jieun,['none']
Park Ji-yeon,['none']
Rea Garvey,['guitar']
Rea Garvey,['none']
Aviv Geffen,['piano']
Aviv Geffen,['guitar']
Aviv Geffen,['trumpet']
Aviv Geffen,['none']
Nadya Tolokonnikova,['piano']
Nadya Tolokonnikova,['none']
Onew,['none']
Sakura Miyawaki,['none']
Florence Welch,['guitar']
Florence Welch,['none']
Sarah Harding,['none']
