Entity,ObjectEntity
Methacrylic acid,['oxygen']
Guanine,['hydrogen']
Guanine,['carbon']
Guanine,['nitrogen']
Guanine,['oxygen']
Oxytocin,['carbon']
Oxytocin,['nitrogen']
Tnt,['hydrogen']
Tnt,['carbon']
Tnt,['nitrogen']
Tnt,['oxygen']
Dopamine,['carbon']
Dopamine,['nitrogen']
Dopamine,['oxygen']
Phytane,['carbon']
Hydrogen peroxide,['hydrogen']
Hydrogen peroxide,['oxygen']
Thymine,['hydrogen']
Thymine,['carbon']
Thymine,['nitrogen']
Thymine,['oxygen']
Calomel,['chlorine']
Calomel,['mercury']
Droperidol,['carbon']
Droperidol,['nitrogen']
Droperidol,['oxygen']
Droperidol,['fluorine']
Codeine,['carbon']
Codeine,['nitrogen']
Potassium nitrate,['nitrogen']
Potassium nitrate,['oxygen']
Potassium nitrate,['potassium']
Sodium bicarbonate,['hydrogen']
Sodium bicarbonate,['carbon']
Sodium bicarbonate,['oxygen']
Sodium bicarbonate,['sodium']
Manganese acetate,['carbon']
Manganese acetate,['oxygen']
Manganese acetate,['manganese']
Melatonin,['carbon']
Melatonin,['nitrogen']
Biotin,['hydrogen']
Biotin,['carbon']
Biotin,['nitrogen']
Biotin,['oxygen']
Biotin,['sulfur']
Aspartame,['carbon']
Aspartame,['oxygen']
