Entity,ObjectEntity
People's republic of china,"['korea', 'south korea']"
People's republic of china,['vietnam']
People's republic of china,['tajikistan']
People's republic of china,['pakistan']
People's republic of china,['myanmar']
People's republic of china,"['korea', 'north korea']"
People's republic of china,['kyrgyzstan']
People's republic of china,['mongolia']
People's republic of china,['india']
People's republic of china,['kazakhstan']
People's republic of china,['russia']
People's republic of china,['japan']
People's republic of china,['laos']
Brazil,['guyana']
Brazil,['paraguay']
Brazil,['colombia']
Brazil,['suriname']
Brazil,['bolivia']
Brazil,['peru']
Brazil,['argentina']
Brazil,['france']
Brazil,['uruguay']
Brazil,['venezuela']
Brazil,['french guiana']
Russia,"['republic of abkhazia', 'abkhazia']"
Russia,"['luhansk', ""luhansk people's republic""]"
Russia,"[""donetsk people's republic"", 'donetsk']"
Russia,"['south ossetia', 'ossetia']"
Russia,['mongolia']
Russia,"['korea', 'north korea']"
Russia,['kazakhstan']
Russia,['georgia']
Russia,['azerbaijan']
Russia,['ukraine']
Russia,['estonia']
Russia,['belarus']
Russia,"['china', ""people's republic of china""]"
Russia,['lithuania']
Russia,['poland']
Russia,['finland']
Russia,"['usa', 'united states of america']"
Russia,['norway']
Russia,['japan']
Russia,['latvia']
Germany,['belgium']
Germany,['luxembourg']
Germany,['denmark']
Germany,['poland']
Germany,['switzerland']
Germany,['austria']
Germany,['netherlands']
Germany,['france']
Germany,"['czechia', 'czech republic']"
Iceland,['greenland']
Iceland,['faroe islands']
Iceland,['svalbard']
Latvia,['estonia']
Latvia,['belarus']
Latvia,['sweden']
Latvia,['lithuania']
Latvia,['russia']
Slovakia,['austria']
Slovakia,['poland']
Slovakia,['hungary']
Slovakia,['ukraine']
Slovakia,"['czechia', 'czech republic']"
Romania,['serbia']
Romania,['bulgaria']
Romania,['hungary']
Romania,['ukraine']
Romania,['moldova']
Croatia,['hungary']
Croatia,['slovenia']
Croatia,['bosnia and herzegovina']
Croatia,['montenegro']
Croatia,['serbia']
Croatia,['liberland']
Bosnia and herzegovina,['serbia']
Bosnia and herzegovina,['croatia']
Bosnia and herzegovina,['montenegro']
Bosnia and herzegovina,['european union']
Andorra,['spain']
Andorra,['france']
Andorra,['european union']
Cyprus,['akrotiri and dhekelia']
Cyprus,['israel']
Cyprus,['turkish republic of northern cyprus']
Georgia,['armenia']
Georgia,['azerbaijan']
Georgia,['russia']
Georgia,['turkey']
Monaco,['france']
Monaco,['european union']
Montenegro,['kosovo']
Montenegro,['european union']
Montenegro,['serbia']
Montenegro,['bosnia and herzegovina']
Montenegro,['croatia']
Montenegro,['albania']
Cuba,"['usa', 'united states of america']"
Algeria,"['sahara', 'western sahara']"
Algeria,['niger']
Algeria,['morocco']
Algeria,['mauritania']
Algeria,['spain']
Algeria,['tunisia']
Algeria,['mali']
Algeria,['italy']
Algeria,['libya']
Uzbekistan,['afghanistan']
Uzbekistan,['turkmenistan']
Uzbekistan,['tajikistan']
Uzbekistan,['kazakhstan']
Uzbekistan,['kyrgyzstan']
Chile,['argentina']
Chile,['peru']
Chile,['bolivia']
Singapore,['indonesia']
Singapore,['malaysia']
Armenia,['turkey']
Armenia,['azerbaijan']
Armenia,['georgia']
Armenia,['iran']
Serbia,['hungary']
Serbia,['european union']
Serbia,['bosnia and herzegovina']
Serbia,['kosovo']
Serbia,['albania']
Serbia,"['north macedonia', 'macedonia']"
Serbia,['bulgaria']
Serbia,['romania']
Serbia,['croatia']
Serbia,['montenegro']
Australia,['papua new guinea']
Australia,['new zealand']
Australia,"['east timor', 'timor']"
Australia,['indonesia']
Chad,['nigeria']
Chad,['arab league']
Chad,['sudan']
Chad,['niger']
Chad,['libya']
Chad,['cameroon']
Chad,"['africa', 'central african republic']"
India,['bhutan']
India,['bangladesh']
India,['sri lanka']
India,['pakistan']
India,['myanmar']
India,['indonesia']
India,"['china', ""people's republic of china""]"
India,['nepal']
Vanuatu,['NONE']
Papua new guinea,['indonesia']
Papua new guinea,['australia']
Papua new guinea,"['micronesia', 'federated states of micronesia']"
Palau,['indonesia']
Palau,"['micronesia', 'federated states of micronesia']"
Palau,['philippines']
Federated states of micronesia,"['usa', 'united states of america']"
Federated states of micronesia,['papua new guinea']
Federated states of micronesia,['palau']
Mongolia,"['china', ""people's republic of china""]"
Mongolia,['russia']
Venezuela,['grenada']
Venezuela,['saint kitts and nevis']
Venezuela,['brazil']
Venezuela,['saint lucia']
Venezuela,['dominican republic']
Venezuela,"['netherlands', 'kingdom of the netherlands']"
Venezuela,['dominica']
Venezuela,['saint vincent and the grenadines']
Venezuela,"['usa', 'united states of america']"
Venezuela,['colombia']
Venezuela,['guyana']
Venezuela,"['united kingdom', 'uk']"
Venezuela,['france']
Venezuela,['trinidad and tobago']
Suriname,['french guiana']
Suriname,['brazil']
Suriname,['france']
Suriname,['guyana']
Suriname,['european union']
Guyana,['brazil']
Guyana,['venezuela']
Guyana,['suriname']
Bolivia,['brazil']
Bolivia,['chile']
Bolivia,['argentina']
Bolivia,['peru']
Bolivia,['paraguay']
Trinidad and tobago,['venezuela']
Jamaica,['NONE']
Grenada,['venezuela']
bahamas,"['usa', 'united states of america']"
Antigua and Barbuda,['NONE']
Dominican republic,"['usa', 'united states of america']"
Dominican republic,['venezuela']
Dominican republic,['haiti']
El salvador,['guatemala']
El salvador,['honduras']
Panama,['colombia']
Panama,['costa rica']
Panama,"['usa', 'united states of america']"
Yemen,['oman']
Yemen,['saudi arabia']
Kuwait,['saudi arabia']
Kuwait,"['saudi-kuwaiti neutral zone', 'saudi–kuwaiti neutral zone']"
Kuwait,['iraq']
Kuwait,['iran']
Laos,['thailand']
Laos,"['china', ""people's republic of china""]"
Laos,['cambodia']
Laos,['myanmar']
Laos,['vietnam']
Malaysia,['indonesia']
Malaysia,['singapore']
Malaysia,['thailand']
Malaysia,['brunei']
Malaysia,['philippines']
Myanmar,"['china', ""people's republic of china""]"
Myanmar,['india']
Myanmar,['laos']
Myanmar,['thailand']
Myanmar,['bangladesh']
Nepal,"['china', ""people's republic of china""]"
Nepal,['india']
Pakistan,"['china', ""people's republic of china""]"
Pakistan,['india']
Pakistan,['iran']
Pakistan,['afghanistan']
Saudi arabia,['qatar']
Saudi arabia,"['united arab emirates', 'uae']"
Saudi arabia,['oman']
Saudi arabia,['iran']
Saudi arabia,['jordan']
Saudi arabia,['egypt']
Saudi arabia,['kuwait']
Saudi arabia,['bahrain']
Saudi arabia,['iraq']
Saudi arabia,['yemen']
Tajikistan,['afghanistan']
Tajikistan,['kyrgyzstan']
Tajikistan,"['china', ""people's republic of china""]"
Tajikistan,['uzbekistan']
Thailand,['khmer republic']
Thailand,['kedah']
Thailand,['myanmar']
Thailand,['cambodia']
Thailand,['laos']
Thailand,['malaysia']
South korea,"['china', ""people's republic of china""]"
South korea,['japan']
South korea,"['korea', 'north korea']"
Afghanistan,"['china', ""people's republic of china""]"
Afghanistan,['uzbekistan']
Afghanistan,['iran']
Afghanistan,['pakistan']
Afghanistan,['tajikistan']
Afghanistan,['turkmenistan']
Bhutan,['india']
Bhutan,"['china', ""people's republic of china""]"
Brunei,['malaysia']
Tanzania,['kenya']
Tanzania,['zambia']
Tanzania,['burundi']
Tanzania,"['congo', 'democratic republic of the congo']"
Tanzania,['malawi']
Tanzania,['mozambique']
Tanzania,['uganda']
Tanzania,['rwanda']
Tanzania,['seychelles']
Tanzania,['lake nyanza']
Togo,['burkina faso']
Togo,['ghana']
Togo,['benin']
Tunisia,['libya']
Tunisia,['algeria']
Zambia,['botswana']
Zambia,"['congo', 'democratic republic of the congo']"
Zambia,['malawi']
Zambia,['zimbabwe']
Zambia,['mozambique']
Zambia,['angola']
Zambia,['tanzania']
Zambia,['namibia']
Botswana,"['africa', 'south africa']"
Botswana,['zambia']
Botswana,['zimbabwe']
Botswana,['namibia']
Burkina faso,['ivory coast']
Burkina faso,['benin']
Burkina faso,['niger']
Burkina faso,['mali']
Burkina faso,['ghana']
Burkina faso,['togo']
Burundi,['tanzania']
Burundi,"['congo', 'democratic republic of the congo']"
Burundi,['rwanda']
Comoros,['seychelles']
Comoros,['mozambique']
Comoros,['madagascar']
Comoros,['tanzania']
Comoros,['france']
Democratic republic of the congo,"['republic of the congo', 'congo']"
Democratic republic of the congo,['sudan']
Democratic republic of the congo,['rwanda']
Democratic republic of the congo,['uganda']
Democratic republic of the congo,['burundi']
Democratic republic of the congo,['cameroon']
Democratic republic of the congo,['zambia']
Democratic republic of the congo,"['africa', 'central african republic']"
Democratic republic of the congo,['tanzania']
Democratic republic of the congo,['angola']
Democratic republic of the congo,"['south sudan', 'sudan']"
Djibouti,['ethiopia']
Djibouti,['eritrea']
Djibouti,['somalia']
Gabon,['angola']
Gabon,"['republic of the congo', 'congo']"
Gabon,['equatorial guinea']
Gabon,['cameroon']
Gabon,"['sao tome and principe', 'são tomé and príncipe']"
gambia,['senegal']
Guinea,['mali']
Guinea,['guinea-bissau']
Guinea,['ivory coast']
Guinea,['liberia']
Guinea,['senegal']
Guinea,['sierra leone']
Guinea-bissau,['senegal']
Guinea-bissau,['guinea']
Ivory coast,['liberia']
Ivory coast,['guinea']
Ivory coast,['ghana']
Ivory coast,['mali']
Ivory coast,['burkina faso']
Cameroon,['gabon']
Cameroon,['chad']
Cameroon,"['africa', 'central african republic']"
Cameroon,"['republic of the congo', 'congo']"
Cameroon,['equatorial guinea']
Cameroon,['nigeria']
Liberia,['ivory coast']
Liberia,['guinea']
Liberia,['sierra leone']
Libya,['sudan']
Libya,['tunisia']
Libya,['niger']
Libya,['algeria']
Libya,['chad']
Libya,['egypt']
Malawi,['tanzania']
Malawi,['zambia']
Malawi,['mozambique']
Mauritania,['senegal']
Mauritania,"['sahara', 'western sahara']"
Mauritania,['algeria']
Mauritania,['mali']
Morocco,['spain']
Morocco,['algeria']
Morocco,['european union']
Morocco,['mauritania']
Morocco,"['sahara', 'western sahara']"
Namibia,"['africa', 'south africa']"
Namibia,['angola']
Namibia,['zambia']
Namibia,['botswana']
Niger,['algeria']
Niger,['chad']
Niger,['mali']
Niger,['benin']
Niger,['burkina faso']
Niger,['libya']
Niger,['nigeria']
Niger,['arab league']
Nigeria,['cameroon']
Nigeria,"['sao tome and principe', 'são tomé and príncipe']"
Nigeria,['niger']
Nigeria,['chad']
Nigeria,['benin']
Sao tome and principe,['gabon']
Sao tome and principe,['equatorial guinea']
Sao tome and principe,['nigeria']
Senegal,"['the gambia', 'gambia']"
Senegal,['arab league']
Senegal,['mali']
Senegal,['guinea']
Senegal,['mauritania']
Senegal,['guinea-bissau']
Eswatini,"['africa', 'south africa']"
Eswatini,['mozambique']
